Mapping of LCI and Emissions Factors from GREET to Decarbonization Tool,,,,,,,
Mapping of life cycle inventory and emissions from GREET to Decarbonization Tool metadata conventions.,,,,,,,
,,,,,,,
Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Scope,GREET Tab,GREET Pathway
Industrial,Other Manufacturing,Fabricated Metal Products,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Fabricated Metal Products,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Other Manufacturing,Fabricated Metal Products,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Fabricated Metal Products,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Fabricated Metal Products,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Machinery,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Machinery,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Machinery,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Machinery,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Other Manufacturing,Machinery,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Machinery,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Machinery,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Computers,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Computers,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Computers,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Computers,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Other Manufacturing,Computers,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Computers,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Computers,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Transportation Equipment,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Transportation Equipment,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Transportation Equipment,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Transportation Equipment,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Other Manufacturing,Transportation Equipment,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Transportation Equipment,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Transportation Equipment,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Electrical Equipment,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Electrical Equipment,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Electrical Equipment,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Electrical Equipment,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Other Manufacturing,Electrical Equipment,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Electrical Equipment,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Electrical Equipment,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Wood Products,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Wood Products,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Wood Products,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Wood Products,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Wood Products,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Wood Products,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Plastics,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Plastics,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Plastics,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Plastics,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Plastics,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Plastics,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Industrial,Other Manufacturing,Balance of Manufacturing,Propane,Not Specified,Supply Chain,NG,Liquefied Petroleum Gas: Combined
Industrial,Other Manufacturing,Balance of Manufacturing,Distillate Fuel Oil,Not Specified,Supply Chain,Petroleum,Conv. Diesel
Industrial,Other Manufacturing,Balance of Manufacturing,Residual Fuel Oil,Not Specified,Supply Chain,Petroleum,Resi. Oil
Industrial,Other Manufacturing,Balance of Manufacturing,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Other Manufacturing,Balance of Manufacturing,Natural Gas,Not Specified,Supply Chain,NG,Natural Gas as Stationary Fuels
Industrial,Other Manufacturing,Balance of Manufacturing,Coal,Not Specified,Supply Chain,Coal,Coal to Coking Plants
Industrial,Other Manufacturing,Balance of Manufacturing,Electricity,Not Specified,"Electricity, Supply Chain",Electric,Stationary Use: U.S. Mix
Electric Power,Electric Power Sector,,Electricity,Coal,"Electricity, Combustion",Electric,Coal-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Petroleum,"Electricity, Combustion",Electric,Oil-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Natural Gas,"Electricity, Combustion",Electric,NG-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Nuclear,"Electricity, Combustion",Electric,Nuclear-PWR Power Plant
Electric Power,Electric Power Sector,,Electricity,Pumped Storage and Other,"Electricity, Combustion",Electric,Other Power Plants
Electric Power,Electric Power Sector,,Electricity,Conventional Hydroelectric Power,"Electricity, Combustion",Electric,Hydroelectric Power Plant
Electric Power,Electric Power Sector,,Electricity,Geothermal,"Electricity, Combustion",Electric,Geothermal-Flash Power Plant
Electric Power,Electric Power Sector,,Electricity,Biogenic Municipal Waste,"Electricity, Combustion",Electric,Other Power Plants
Electric Power,Electric Power Sector,,Electricity,Wood and Other Biomass,"Electricity, Combustion",Electric,Biomass-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Solar Thermal,"Electricity, Combustion",Electric,PV Power Plant
Electric Power,Electric Power Sector,,Electricity,Solar Photovoltaic,"Electricity, Combustion",Electric,PV Power Plant
Electric Power,Electric Power Sector,,Electricity,Wind,"Electricity, Combustion",Electric,Wind Power Plant
Electric Power,Electric Power Sector,,Electricity,Offshore Wind,"Electricity, Combustion",Electric,Wind Power Plant
Electric Power,Electric Power Sector,,Electricity,Distributed Generation,"Electricity, Combustion",Electric,NG-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Coal,"Electricity, Combustion",Electric,Coal-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Petroleum,"Electricity, Combustion",Electric,Oil-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Natural Gas,"Electricity, Combustion",Electric,NG-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Other Gaseous Fuels,"Electricity, Combustion",Electric,NG-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Conventional Hydroelectric Power,"Electricity, Combustion",Electric,Hydroelectric Power Plant
Electric Power,End-Use Sectors,,Electricity,Geothermal,"Electricity, Combustion",Electric,Geothermal-Flash Power Plant
Electric Power,End-Use Sectors,,Electricity,Municipal Waste,"Electricity, Combustion",Electric,Other Power Plants
Electric Power,End-Use Sectors,,Electricity,Wood and Other Biomass,"Electricity, Combustion",Electric,Biomass-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Solar Photovoltaic,"Electricity, Combustion",Electric,PV Power Plant
Electric Power,End-Use Sectors,,Electricity,Wind,"Electricity, Combustion",Electric,Wind Power Plant
Electric Power,End-Use Sectors,,Electricity,Other,"Electricity, Combustion",Electric,Other Power Plants
Electric Power,Electric Power Sector,,Electricity,Coal,"Electricity, Supply Chain",Electric,Coal-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Petroleum,"Electricity, Supply Chain",Electric,Oil-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Natural Gas,"Electricity, Supply Chain",Electric,NG-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Nuclear,"Electricity, Supply Chain",Electric,Nuclear-PWR Power Plant
Electric Power,Electric Power Sector,,Electricity,Pumped Storage and Other,"Electricity, Supply Chain",Electric,Other Power Plants
Electric Power,Electric Power Sector,,Electricity,Conventional Hydroelectric Power,"Electricity, Supply Chain",Electric,Hydroelectric Power Plant
Electric Power,Electric Power Sector,,Electricity,Geothermal,"Electricity, Supply Chain",Electric,Geothermal-Flash Power Plant
Electric Power,Electric Power Sector,,Electricity,Biogenic Municipal Waste,"Electricity, Supply Chain",Electric,Other Power Plants
Electric Power,Electric Power Sector,,Electricity,Wood and Other Biomass,"Electricity, Supply Chain",Electric,Biomass-Fired Power Plant
Electric Power,Electric Power Sector,,Electricity,Solar Thermal,"Electricity, Supply Chain",Electric,PV Power Plant
Electric Power,Electric Power Sector,,Electricity,Solar Photovoltaic,"Electricity, Supply Chain",Electric,PV Power Plant
Electric Power,Electric Power Sector,,Electricity,Wind,"Electricity, Supply Chain",Electric,Wind Power Plant
Electric Power,Electric Power Sector,,Electricity,Offshore Wind,"Electricity, Supply Chain",Electric,Wind Power Plant
Electric Power,Electric Power Sector,,Electricity,Distributed Generation,"Electricity, Supply Chain",Electric,NG-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Coal,"Electricity, Supply Chain",Electric,Coal-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Petroleum,"Electricity, Supply Chain",Electric,Oil-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Natural Gas,"Electricity, Supply Chain",Electric,NG-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Other Gaseous Fuels,"Electricity, Supply Chain",Electric,NG-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Conventional Hydroelectric Power,"Electricity, Supply Chain",Electric,Hydroelectric Power Plant
Electric Power,End-Use Sectors,,Electricity,Geothermal,"Electricity, Supply Chain",Electric,Geothermal-Flash Power Plant
Electric Power,End-Use Sectors,,Electricity,Municipal Waste,"Electricity, Supply Chain",Electric,Other Power Plants
Electric Power,End-Use Sectors,,Electricity,Wood and Other Biomass,"Electricity, Supply Chain",Electric,Biomass-Fired Power Plant
Electric Power,End-Use Sectors,,Electricity,Solar Photovoltaic,"Electricity, Supply Chain",Electric,PV Power Plant
Electric Power,End-Use Sectors,,Electricity,Wind,"Electricity, Supply Chain",Electric,Wind Power Plant
Electric Power,End-Use Sectors,,Electricity,Other,"Electricity, Supply Chain",Electric,Other Power Plants
Industrial,Bulk Chemical,Heat and Power,Hydrogen,Not Specified,"Direct, Combustion",Results,"FCV: G.H2, Central Plants, NA NG"
Industrial,Bulk Chemical,Heat and Power,Hydrogen,Not Specified,Supply Chain,Results,"FCV: G.H2, Central Plants, NA NG"
Industrial,Food,-,Hydrogen,Not Specified,"Direct, Combustion",Results,"FCV: G.H2, Central Plants, NA NG"
Industrial,Food,-,Hydrogen,Not Specified,Supply Chain,Results,"FCV: G.H2, Central Plants, NA NG"
Industrial,Food,-,Petroleum Coke,Not Specified,"Direct, Combustion",EF,Petroleum Coke: Industrial Boiler
Industrial,Food,-,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Iron and Steel,-,Gasoline,Not Specified,"Direct, Combustion",EF,Gasoline: Stationary Reciprocating Engine
Industrial,Iron and Steel,-,Hydrogen,Not Specified,"Direct, Combustion",Results,"FCV: G.H2, Central Plants, NA NG"
Industrial,Iron and Steel,-,Petroleum Coke,Not Specified,"Direct, Combustion",EF,Petroleum Coke: Industrial Boiler
Industrial,Iron and Steel,-,Diesel,Not Specified,"Direct, Combustion",Results,CIDI Vehicle: Conventional and LS Diesel
Industrial,Iron and Steel,-,Gasoline,Not Specified,Supply Chain,Results,Gasoline Vehicle: Gasoline
Industrial,Iron and Steel,-,Hydrogen,Not Specified,Supply Chain,Results,"FCV: G.H2, Central Plants, NA NG"
Industrial,Iron and Steel,-,Petroleum Coke,Not Specified,Supply Chain,Petroleum,Pet Coke
Industrial,Iron and Steel,-,Diesel,Not Specified,Supply Chain,Results,CIDI Vehicle: Conventional and LS Diesel
