,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Generation Type,Year,Energy Unit,Electricity Production
468,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2049,BkWh,1.7711453455722903
469,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2049,BkWh,11.134817872097145
470,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2049,BkWh,4.351379818811405
471,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2049,BkWh,-34.920778905407616
472,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2049,BkWh,1638.5296509706855
473,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2049,BkWh,1.877455476714891
474,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2049,BkWh,1039.3685692376923
475,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2049,BkWh,39.390880885767
476,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Biogenic Municipal Waste,Biomass,2050,BkWh,36.33956467737249
477,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Coal,Coal,2050,BkWh,237.06084606563104
478,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Conventional Hydroelectric Power,Hydroelectric,2050,BkWh,263.1715630347279
479,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Distributed Generation,Other,2050,BkWh,10.83575508136873
480,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Geothermal,Geothermal,2050,BkWh,34.39614128356384
481,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Municipal Waste,Other,2050,BkWh,0.49284978042854677
482,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Natural Gas,Natural Gas,2050,BkWh,1106.6935210355512
483,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Nuclear,Nuclear,2050,BkWh,577.5958547886903
484,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Offshore Wind,Wind,2050,BkWh,78.55826577954535
485,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other,Other,2050,BkWh,1.7711829424861156
486,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Other Gaseous Fuels,Other,2050,BkWh,11.096208969515342
487,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Petroleum,Petroleum,2050,BkWh,4.337687220412539
488,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Pumped Storage and Other,Other,2050,BkWh,-36.51178201971775
489,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Photovoltaic,Solar,2050,BkWh,1687.8309282732132
490,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Solar Thermal,Solar,2050,BkWh,1.9002243960245184
491,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wind,Wind,2050,BkWh,1047.044155586469
492,Reference case,-,Electric Power,-,Electricity Generation,Electricity,Wood and Other Biomass,Biomass,2050,BkWh,39.66791555059811
