,AEO Case,Case,GREET Pathway,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Year,Energy Unit,Electricity Production,Scope,Flow Name,Formula,EF_Unit (Numerator),EF_Unit (Denominator),EF_withElec,Total Emissions,Mitigation Case,"Emissions Category, Detailed","Emissions Category, Aggregate"
3809,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2029,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3810,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2029,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3811,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2030,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3812,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2030,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3813,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2030,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3814,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2030,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3815,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2030,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3816,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2030,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3817,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2031,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3818,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2031,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3819,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2031,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3820,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2031,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3821,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2031,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3822,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2031,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3823,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2032,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3824,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2032,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3825,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2032,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3826,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2032,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3827,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2032,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3828,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2032,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3829,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2033,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3830,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2033,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3831,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2033,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3832,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2033,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3833,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2033,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3834,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2033,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3835,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2034,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3836,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2034,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3837,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2034,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3838,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2034,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3839,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2034,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3840,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2034,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3841,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2035,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3842,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2035,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3843,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2035,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3844,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2035,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3845,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2035,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3846,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2035,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3847,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2036,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3848,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2036,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3849,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2036,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3850,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2036,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3851,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2036,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3852,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2036,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3853,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2037,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3854,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2037,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3855,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2037,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3856,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2037,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3857,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2037,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3858,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2037,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3859,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2038,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3860,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2038,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3861,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2038,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3862,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2038,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3863,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2038,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3864,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2038,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3865,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2039,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3866,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2039,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3867,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2039,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3868,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2039,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3869,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2039,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3870,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2039,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3871,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2040,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3872,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2040,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3873,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2040,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3874,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2040,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3875,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2040,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3876,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2040,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3877,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2041,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3878,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2041,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3879,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2041,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3880,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2041,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3881,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2041,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3882,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2041,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3883,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2042,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3884,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2042,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3885,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2042,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3886,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2042,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3887,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2042,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3888,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2042,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3889,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2043,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3890,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2043,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3891,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2043,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3892,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2043,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3893,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2043,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3894,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2043,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3895,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2044,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3896,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2044,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3897,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2044,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3898,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2044,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3899,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2044,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3900,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2044,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3901,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2045,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
3902,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2045,,,"Electricity, Combustion",,CH4,g,,,0.0,NREL Electric Power Decarb,CH4,CH4
3903,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Photovoltaic,-,-,Solar,2045,,,"Electricity, Combustion",,N2O,g,,,0.0,NREL Electric Power Decarb,N2O,N2O
3904,,Mitigation,,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Solar Thermal,-,-,Solar,2045,,,"Electricity, Combustion",,CO2,g,,,0.0,NREL Electric Power Decarb,CO2,CO2
