,AEO Case,Case,GREET Pathway,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Year,Energy Unit,Electricity Production,Scope,Flow Name,Formula,EF_Unit (Numerator),EF_Unit (Denominator),EF_withElec,Total Emissions,Mitigation Case,"Emissions Category, Detailed","Emissions Category, Aggregate"
2384,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2025,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2385,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2386,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2387,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2388,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2389,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2390,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2391,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2392,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2393,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2394,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2026,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2395,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2396,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2397,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2398,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2399,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2400,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2401,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2402,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2403,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2404,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2027,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2405,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2406,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2407,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2408,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2409,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2410,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2411,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2412,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2413,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2414,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2028,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2415,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2416,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2417,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2418,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2419,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2420,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2421,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2422,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2423,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2424,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2029,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2425,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2426,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2427,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2428,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2429,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2430,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2431,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2432,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2433,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2434,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2030,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2435,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2436,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2437,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2438,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2439,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2440,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2441,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2442,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2443,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2444,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2031,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2445,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2446,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2447,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2448,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2449,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2450,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2451,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2452,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2453,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2454,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2032,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2455,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2456,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2457,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2458,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2459,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2460,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2461,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2462,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2463,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2464,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2033,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2465,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2466,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2467,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2468,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2469,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2470,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2471,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2472,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2473,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2474,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2034,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2475,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2476,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2477,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2478,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2479,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2480,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2481,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2482,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2483,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2484,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2035,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2485,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2486,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2487,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2488,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2489,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2490,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2491,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2492,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2493,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2494,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2036,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2495,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2496,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2497,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2498,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2499,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2500,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2501,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2502,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2503,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2504,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2037,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2505,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2506,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2507,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2508,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2509,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2510,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2511,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2512,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2513,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2514,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2038,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2515,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2516,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2517,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2518,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2519,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2520,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2521,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2522,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
