,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Scope,Formula,"Emissions Category, Detailed","Emissions Category, Aggregate",Year,EF_Unit (Numerator),Total Emissions
1233,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2045,g,1650817.6252084658
1234,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2045,g,265.38467217455974
1235,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2045,g,38.33647112371698
1236,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2044,g,1662269.5010791225
1237,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2044,g,267.22567040314004
1238,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2044,g,38.60241480030717
1239,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2043,g,1673419.7795385323
1240,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2043,g,269.0181839724278
1241,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2043,g,38.86135456545935
1242,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2042,g,1684209.1149810504
1243,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2042,g,270.75267251051355
1244,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2042,g,39.11191225294707
1245,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2041,g,1694792.1103177913
1246,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2041,g,272.45398990934564
1247,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2041,g,39.35767816247821
1248,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2040,g,1705723.570877416
1249,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2040,g,274.2113264150295
1250,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2040,g,39.6115363813903
1251,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2039,g,1716639.2059422024
1252,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2039,g,275.9661188215375
1253,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2039,g,39.86502708930867
1254,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2038,g,1728449.2858017976
1255,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2038,g,277.86470175646247
1256,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2038,g,40.139289235891326
1257,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2037,g,1740039.3304158514
1258,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2037,g,279.7279119278469
1259,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2037,g,40.408441566157464
1260,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2036,g,1751359.7329447737
1261,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2036,g,281.54777456327446
1262,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2036,g,40.67133207449213
1263,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2035,g,1763396.543451573
1264,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2035,g,283.48280661139114
1265,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2035,g,40.95085952281174
1266,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2034,g,1774677.3822433993
1267,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2034,g,285.29630899887917
1268,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2034,g,41.21283125366211
1269,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2033,g,1786203.516205221
1270,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2033,g,287.1492449235921
1271,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2033,g,41.48049940491514
1272,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2032,g,1798175.8073869098
1273,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2032,g,289.07390487506893
1274,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2032,g,41.75852853918343
1275,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2031,g,1809164.7875335433
1276,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2031,g,290.8404882027571
1277,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2031,g,42.013722519207306
1278,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2030,g,1821056.125222405
1279,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2030,g,292.7521341084501
1280,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2030,g,42.28987169339234
1281,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2029,g,1834080.507474408
1282,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2029,g,294.8459277301335
1283,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2029,g,42.5923332412239
1284,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2028,g,1846575.952995082
1285,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2028,g,296.8546897293642
1286,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2028,g,42.882511440842286
1287,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2027,g,1858761.2796842104
1288,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2027,g,298.81359716974606
1289,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2027,g,43.16548783848757
1290,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2026,g,1870291.674356181
1291,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2026,g,300.66721804423713
1292,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2026,g,43.433254935008144
1293,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2025,g,1881629.4240621377
1294,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2025,g,302.4898694037612
1295,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2025,g,43.69654829193208
1296,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2024,g,1903653.9478306025
1297,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2024,g,306.03052158171255
1298,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2024,g,44.20801758240367
1299,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2023,g,1929843.924442398
1300,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2023,g,310.240810017725
1301,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2023,g,44.81622000693383
1302,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CO2,CO2,CO2,2022,g,1953854.5478130819
1303,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",CH4,CH4,CH4,2022,g,314.10074664223924
1304,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,"Electricity, Combustion",N2O,N2O,N2O,2022,g,45.37381192711728
1305,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2050,g,129712.7392717632
1306,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2050,g,5.26250998585368
1307,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2050,g,1.8118087389951918
1308,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2049,g,129516.7512092832
1309,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2049,g,5.25455865322668
1310,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2049,g,1.809071206148892
1311,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2048,g,129483.99320455441
1312,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2048,g,5.2532296447733104
1313,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2048,g,1.808613647087439
1314,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2047,g,129491.83272705361
1315,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2047,g,5.25354769807839
1316,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2047,g,1.808723148401291
1317,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2046,g,129383.1993438504
1318,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2046,g,5.24914038799371
1319,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2046,g,1.8072057730521989
1320,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2045,g,129364.44048644161
1321,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2045,g,5.24837933187084
1322,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2045,g,1.806943752051196
1323,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2044,g,129458.514756432
1324,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2044,g,5.2521959715318
1325,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2044,g,1.80825776781742
1326,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2043,g,129502.75206196321
1327,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2043,g,5.25399070089618
1328,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2043,g,1.808875668088442
1329,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2042,g,129494.07259062481
1330,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2042,g,5.25363857045127
1331,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2042,g,1.808754434490963
1332,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2041,g,129457.11484170001
1333,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2041,g,5.2521391762987495
1334,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2041,g,1.8082382140113749
1335,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2040,g,129464.11441536
1336,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2040,g,5.252423152464
1337,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2040,g,1.8083359830416
1338,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2039,g,129473.07386964481
1339,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2039,g,5.25278664195552
1340,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2039,g,1.808461127400288
1341,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2038,g,129581.9872357944
1342,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2038,g,5.2572053110868096
1343,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2038,g,1.8099824135105889
1344,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2037,g,129655.34276775121
1345,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2037,g,5.26018138129863
1346,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2037,g,1.811007032947347
1347,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2036,g,129687.5408065872
1348,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2036,g,5.26148767165878
1349,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2036,g,1.811456770486382
1350,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2035,g,129791.694462648
1351,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2035,g,5.2657132369976996
1352,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2035,g,1.8129115736561299
1353,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2034,g,129817.4528937168
1354,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2034,g,5.266758269285821
1355,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2034,g,1.813271363687358
1356,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2033,g,129866.7298922832
1357,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2033,g,5.26875746148918
1358,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2033,g,1.8139596576601418
1359,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2032,g,129955.484486292
1360,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2032,g,5.27235827926455
1361,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2032,g,1.815199368963395
1362,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2031,g,129936.44564593681
1363,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2031,g,5.27158586409507
1364,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2031,g,1.8149334372011832
1365,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2030,g,130010.08116084
1366,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2030,g,5.2745732933535
1367,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2030,g,1.8159619673991498
1368,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2029,g,130176.67101394801
1369,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2029,g,5.28133192608645
1370,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2029,g,1.818288870318505
1371,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2028,g,130278.86478938401
1372,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2028,g,5.2854779780991
1373,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2028,g,1.8197162981597899
1374,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2027,g,130350.5404236624
1375,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2027,g,5.28838589403126
1376,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2027,g,1.8207174530292938
1377,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2026,g,130356.70004848321
