,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Scope,Formula,"Emissions Category, Detailed","Emissions Category, Aggregate",Year,EF_Unit (Numerator),Total Emissions
1891,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2029,g,1004.922466149457
1892,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2029,g,529.5596762076813
1893,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2028,g,0.0
1894,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2028,g,998.895201224884
1895,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2028,g,526.3835142953054
1896,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2027,g,0.0
1897,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2027,g,990.9149923327611
1898,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2027,g,522.1782178875387
1899,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2026,g,0.0
1900,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2026,g,982.0907898305778
1901,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2026,g,517.5281657917265
1902,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2025,g,0.0
1903,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2025,g,973.4375521201667
1904,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2025,g,512.9682062780022
1905,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2024,g,0.0
1906,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2024,g,967.7292198696729
1907,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2024,g,509.9601109471851
1908,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2023,g,0.0
1909,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2023,g,978.1033226447761
1910,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2023,g,515.4269073335561
1911,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CO2,CO2,CO2,2022,g,0.0
1912,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",CH4,CH4,CH4,2022,g,1002.3387950181851
1913,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Wood and Other Biomass,Energy supply,Electricity,Biomass,"Electricity, Combustion",N2O,N2O,N2O,2022,g,528.1981701275695
1914,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2050,g,0.0
1915,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2050,g,0.0
1916,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2050,g,0.0
1917,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2049,g,0.0
1918,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2049,g,0.0
1919,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2049,g,0.0
1920,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2048,g,0.0
1921,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2048,g,0.0
1922,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2048,g,0.0
1923,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2047,g,0.0
1924,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2047,g,0.0
1925,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2047,g,0.0
1926,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2046,g,0.0
1927,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2046,g,0.0
1928,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2046,g,0.0
1929,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2045,g,0.0
1930,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2045,g,0.0
1931,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2045,g,0.0
1932,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2044,g,0.0
1933,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2044,g,0.0
1934,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2044,g,0.0
1935,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2043,g,0.0
1936,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2043,g,0.0
1937,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2043,g,0.0
1938,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2042,g,0.0
1939,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2042,g,0.0
1940,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2042,g,0.0
1941,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2041,g,0.0
1942,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2041,g,0.0
1943,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2041,g,0.0
1944,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2040,g,0.0
1945,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2040,g,0.0
1946,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2040,g,0.0
1947,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2039,g,0.0
1948,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2039,g,0.0
1949,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2039,g,0.0
1950,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2038,g,0.0
1951,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2038,g,0.0
1952,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2038,g,0.0
1953,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2037,g,0.0
1954,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2037,g,0.0
1955,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2037,g,0.0
1956,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2036,g,0.0
1957,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2036,g,0.0
1958,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2036,g,0.0
1959,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2035,g,0.0
1960,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2035,g,0.0
1961,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2035,g,0.0
1962,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2034,g,0.0
1963,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2034,g,0.0
1964,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2034,g,0.0
1965,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2033,g,0.0
1966,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2033,g,0.0
1967,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2033,g,0.0
1968,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2032,g,0.0
1969,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2032,g,0.0
1970,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2032,g,0.0
1971,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2031,g,0.0
1972,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2031,g,0.0
1973,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2031,g,0.0
1974,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2030,g,0.0
1975,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CH4,CH4,CH4,2030,g,0.0
1976,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",N2O,N2O,N2O,2030,g,0.0
1977,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Solar Photovoltaic,Energy supply,Electricity,Solar,"Electricity, Combustion",CO2,CO2,CO2,2029,g,0.0
